"Disaster.Number","State","Declaration.Date","Disaster.Close.Out.Date","Title","Disaster.Type","Incident.Type","Incident.Begin.Date","Incident.End.Date","DeclYear"
2988,"MT","6/26/2012","","DAHL FIRE","FM","Fire","6/26/2012","7/2/2012",2012
2987,"MT","6/26/2012","","CORRAL FIRE","FM","Fire","6/25/2012","6/29/2012",2012
2986,"UT","6/24/2012","","WOOD HOLLOW FIRE","FM","Fire","6/24/2012","6/28/2012",2012
2985,"CO","6/24/2012","","WEBER FIRE","FM","Fire","6/23/2012","7/6/2012",2012
2984,"CO","6/24/2012","","WALDO CANYON FIRE","FM","Fire","6/23/2012","7/8/2012",2012
4066,"VT","6/22/2012","","SEVERE STORM, TORNADO, AND FLOODING","DR","Severe Storm(s)","5/29/2012","5/29/2012",2012
2983,"UT","6/22/2012","","DUMP FIRE","FM","Fire","6/22/2012","6/24/2012",2012
2982,"NM","6/20/2012","","ROMERO FIRE","FM","Fire","6/20/2012","7/6/2012",2012
2981,"NM","6/18/2012","","BLANCO (CR 4901) FIRE","FM","Fire","6/18/2012","6/26/2012",2012
4065,"NH","6/15/2012","","SEVERE STORM AND FLOODING","DR","Severe Storm(s)","5/29/2012","5/31/2012",2012
4064,"OK","6/14/2012","","SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING","DR","Severe Storm(s)","4/28/2012","5/1/2012",2012
2980,"CO","6/9/2012","","HIGH PARK FIRE","FM","Fire","6/9/2012","7/1/2012",2012
2979,"NM","6/9/2012","","LITTLE BEAR FIRE","FM","Fire","6/4/2012","7/30/2012",2012
2978,"NM","5/26/2012","6/3/2015","WHITEWATER-BALDY FIRE COMPLEX","FM","Fire","5/23/2012","7/31/2012",2012
4063,"KS","5/24/2012","","SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING","DR","Severe Storm(s)","4/14/2012","4/15/2012",2012
2977,"NV","5/22/2012","8/13/2014","TRE FIRE","FM","Fire","5/22/2012","",2012
2976,"TX","4/30/2012","8/14/2015","LIVERMORE RANCH FIRE COMPLEX","FM","Fire","4/24/2012","5/11/2012",2012
4062,"HI","4/18/2012","","SEVERE STORMS, FLOODING, AND LANDSLIDES","DR","Severe Storm(s)","3/3/2012","3/11/2012",2012
2975,"CO","3/26/2012","","LOWER NORTH FORK FIRE","FM","Fire","3/26/2012","4/2/2012",2012
4061,"WV","3/22/2012","","SEVERE STORMS, FLOODING, MUDSLIDES, AND LANSLIDES","DR","Severe Storm(s)","3/15/2012","3/31/2012",2012
4059,"WV","3/16/2012","","SEVERE STORMS, TORNADOES, FLOODING, MUDSLIDES, AND LANDSLIDES","DR","Severe Storm(s)","2/29/2012","3/5/2012",2012
4060,"TN","3/16/2012","","SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND ","DR","Severe Storm(s)","2/29/2012","3/2/2012",2012
4058,"IN","3/9/2012","","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","DR","Severe Storm(s)","2/29/2012","3/3/2012",2012
4057,"KY","3/6/2012","","SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING","DR","Severe Storm(s)","2/29/2012","3/3/2012",2012
4056,"WA","3/5/2012","","SEVERE WINTER STORM, FLOODING, LANDSLIDES, AND MUDSLIDES","DR","Severe Storm(s)","1/14/2012","1/23/2012",2012
4055,"OR","3/2/2012","","SEVERE WINTER STORM, FLOODING, LANDSLIDES, AND MUDSLIDES","DR","Flood","1/17/2012","1/21/2012",2012
4054,"AK","2/2/2012","","SEVERE STORM","DR","Severe Storm(s)","11/15/2011","11/17/2011",2012
4053,"UT","2/1/2012","","SEVERE STORM","DR","Other","11/30/2011","12/1/2011",2012
4052,"AL","2/1/2012","","SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING","DR","Severe Storm(s)","1/22/2012","1/23/2012",2012
2974,"NV","1/19/2012","7/2/2013","WASHOE FIRE","FM","Fire","1/19/2012","1/21/2012",2012
4051,"MA","1/6/2012","","SEVERE STORM AND SNOWSTORM","DR","Severe Storm(s)","10/29/2011","10/30/2011",2012
4050,"AK","12/22/2011","","SEVERE WINTER STORMS AND FLOODING","DR","Severe Storm(s)","11/8/2011","11/13/2011",2011
4049,"NH","12/5/2011","","SEVERE STORM AND SNOWSTORM","DR","Severe Storm(s)","10/29/2011","10/30/2011",2011
4048,"NJ","11/30/2011","","SEVERE STORM","DR","Severe Storm(s)","10/29/2011","10/29/2011",2011
4047,"NM","11/23/2011","","FLOODING","DR","Flood","8/19/2011","8/24/2011",2011
2973,"NV","11/18/2011","1/9/2013","CAUGHLIN FIRE","FM","Fire","11/18/2011","11/21/2011",2011
4045,"VA","11/17/2011","","THE REMNANTS OF TROPICAL STORM LEE","DR","Severe Storm(s)","9/8/2011","9/9/2011",2011
4046,"CT","11/17/2011","","SEVERE STORM","DR","Severe Storm(s)","10/29/2011","10/30/2011",2011
4044,"DC","11/8/2011","","EARTHQUAKE","DR","Earthquake","8/23/2011","8/28/2011",2011
4043,"VT","11/8/2011","","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","5/20/2011","5/20/2011",2011
4042,"VA","11/4/2011","","EARTHQUAKE","DR","Earthquake","8/23/2011","10/25/2011",2011
3344,"NH","11/1/2011","12/11/2012","SEVERE STORM","EM","Severe Storm(s)","10/29/2011","10/30/2011",2011
3343,"MA","11/1/2011","11/6/2012","SEVERE STORM","EM","Severe Storm(s)","10/29/2011","10/30/2011",2011
3342,"CT","10/31/2011","5/22/2014","SEVERE STORM","EM","Severe Storm(s)","10/29/2011","10/30/2011",2011
4041,"LA","10/28/2011","","TROPICAL STORM LEE","DR","Coastal Storm","9/1/2011","9/5/2011",2011
4040,"PR","10/18/2011","","TROPICAL STORM MARIA","DR","Hurricane","9/8/2011","9/14/2011",2011
4039,"NJ","10/14/2011","","REMNANTS OF TROPICAL STORM LEE","DR","Severe Storm(s)","9/28/2011","10/6/2011",2011
4038,"MD","10/5/2011","","REMNANTS OF TROPICAL STORM LEE","DR","Flood","9/6/2011","9/9/2011",2011
2972,"NV","10/3/2011","7/2/2013","INDIAN CREEK FIRE","FM","Fire","10/3/2011","10/6/2011",2011
4037,"DE","9/30/2011","","HURRICANE IRENE","DR","Hurricane","8/25/2011","8/31/2011",2011
4036,"DC","9/28/2011","","HURRICANE IRENE","DR","Hurricane","8/26/2011","9/1/2011",2011
4035,"KS","9/23/2011","","FLOODING ","DR","Flood","6/1/2011","8/1/2011",2011
4034,"MD","9/16/2011","","HURRICANE IRENE","DR","Hurricane","8/24/2011","9/5/2011",2011
4033,"NJ","9/15/2011","","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","8/13/2011","8/15/2011",2011
4032,"ME","9/13/2011","","TROPICAL STORM IRENE","DR","Hurricane","8/27/2011","8/29/2011",2011
4031,"NY","9/13/2011","","REMNANTS OF TROPICAL STORM LEE","DR","Severe Storm(s)","9/7/2011","9/11/2011",2011
4030,"PA","9/12/2011","","TROPICAL STORM LEE","DR","Flood","9/3/2011","10/15/2011",2011
2971,"CA","9/11/2011","4/23/2013","COMANCHE FIRE COMPLEX","FM","Fire","9/10/2011","9/15/2011",2011
2970,"CA","9/11/2011","4/23/2013","KEENE FIRE COMPLEX","FM","Fire","9/10/2011","",2011
2969,"NV","9/10/2011","1/9/2013","HOLBROOK FIRE","FM","Fire","9/10/2011","9/11/2011",2011
4029,"TX","9/9/2011","","WILDFIRES","DR","Fire","8/30/2011","12/31/2011",2011
2968,"TX","9/9/2011","12/16/2014","PAT GROSS FIRE ","FM","Fire","9/9/2011","",2011
3340,"PA","9/8/2011","6/23/2014","REMNANTS OF TROPICAL STORM LEE","EM","Flood","9/3/2011","10/15/2011",2011
3341,"NY","9/8/2011","2/3/2015","REMNANTS OF TROPICAL STORM LEE","EM","Severe Storm(s)","9/7/2011","9/11/2011",2011
2967,"TX","9/8/2011","12/16/2014","BIG OAK FIRE ","FM","Fire","9/8/2011","",2011
2966,"WA","9/8/2011","9/30/2014","MONASTERY FIRE COMPLEX","FM","Fire","9/8/2011","",2011
2965,"TX","9/6/2011","8/14/2015","BEAR CREEK FIRE","FM","Fire","9/4/2011","10/24/2011",2011
2964,"TX","9/6/2011","7/14/2015","RILEY ROAD FIRE","FM","Fire","9/5/2011","10/2/2011",2011
2963,"TX","9/6/2011","12/16/2014","MOONGLOW FIRE","FM","Fire","9/5/2011","",2011
2962,"TX","9/6/2011","4/14/2015","TAMINA FIRE","FM","Fire","9/5/2011","9/8/2011",2011
2961,"CA","9/5/2011","4/22/2013","CANYON FIRE","FM","Fire","9/4/2011","9/11/2011",2011
2960,"TX","9/5/2011","4/23/2015","STEINER RANCH FIRE","FM","Fire","9/4/2011","9/9/2011",2011
2959,"TX","9/5/2011","4/14/2015","PEDERNALES BEND FIRE","FM","Fire","9/4/2011","9/12/2011",2011
2958,"TX","9/4/2011","","BASTROP COUNTY FIRE COMPLEX ","FM","Fire","9/4/2011","10/11/2011",2011
2957,"TX","9/4/2011","1/8/2015","HODDE FIRE","FM","Fire","9/4/2011","",2011
4028,"MA","9/3/2011","","TROPICAL STORM IRENE","DR","Hurricane","8/27/2011","8/29/2011",2011
4027,"RI","9/3/2011","","TROPICAL STORM IRENE","DR","Hurricane","8/27/2011","8/29/2011",2011
4025,"PA","9/3/2011","","HURRICANE IRENE","DR","Hurricane","8/26/2011","8/30/2011",2011
4024,"VA","9/3/2011","","HURRICANE IRENE","DR","Hurricane","8/26/2011","8/28/2011",2011
2956,"OK","9/3/2011","","FERGUSON FIRE","FM","Fire","9/3/2011","9/9/2011",2011
4026,"NH","9/3/2011","","TROPICAL STORM IRENE","DR","Hurricane","8/26/2011","9/6/2011",2011
2955,"CA","9/2/2011","4/22/2013","HILL FIRE","FM","Fire","9/2/2011","9/5/2011",2011
4023,"CT","9/2/2011","","TROPICAL STORM IRENE","DR","Hurricane","8/27/2011","9/1/2011",2011
4022,"VT","9/1/2011","","TROPICAL STORM IRENE","DR","Hurricane","8/27/2011","9/2/2011",2011
2954,"OK","8/31/2011","","WESTMINSTER FIRE","FM","Fire","8/31/2011","",2011
2953,"OK","8/31/2011","","TWIN LAKES FIRE COMPLEX","FM","Fire","8/31/2011","9/3/2011",2011
4021,"NJ","8/31/2011","","HURRICANE IRENE","DR","Hurricane","8/27/2011","9/5/2011",2011
4020,"NY","8/31/2011","","HURRICANE IRENE","DR","Hurricane","8/26/2011","9/5/2011",2011
4019,"NC","8/31/2011","","HURRICANE IRENE","DR","Hurricane","8/25/2011","9/1/2011",2011
2952,"TX","8/30/2011","4/23/2015","101 RANCH FIRE","FM","Fire","8/30/2011","10/1/2011",2011
2951,"OK","8/30/2011","","63RD AND SOONER ROAD FIRE","FM","Fire","8/30/2011","9/4/2011",2011
4018,"IA","8/30/2011","","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","7/27/2011","7/29/2011",2011
2950,"MT","8/29/2011","","CANYON CREEK FIRE","FM","Fire","8/29/2011","9/1/2011",2011
3339,"PA","8/29/2011","","HURRICANE IRENE","EM","Hurricane","8/26/2011","9/14/2011",2011
3338,"VT","8/29/2011","3/10/2014","HURRICANE IRENE","EM","Hurricane","8/26/2011","9/2/2011",2011
3336,"DE","8/28/2011","4/29/2014","HURRICANE IRENE","EM","Hurricane","8/26/2011","8/31/2011",2011
3337,"DC","8/28/2011","11/19/2013","HURRICANE IRENE","EM","Hurricane","8/26/2011","9/1/2011",2011
4017,"PR","8/27/2011","","HURRICANE IRENE","DR","Hurricane","8/21/2011","8/24/2011",2011
3335,"MD","8/27/2011","8/27/2014","HURRICANE IRENE","EM","Hurricane","8/26/2011","9/5/2011",2011
3334,"RI","8/27/2011","10/28/2013","HURRICANE IRENE","EM","Hurricane","8/26/2011","8/29/2011",2011
3332,"NJ","8/27/2011","2/11/2014","HURRICANE IRENE","EM","Hurricane","8/26/2011","9/5/2011",2011
3331,"CT","8/27/2011","12/11/2012","HURRICANE IRENE","EM","Hurricane","8/26/2011","9/1/2011",2011
3329,"VA","8/26/2011","","HURRICANE IRENE","EM","Hurricane","8/26/2011","9/4/2011",2011
3330,"MA","8/26/2011","","HURRICANE IRENE","EM","Hurricane","8/26/2011","9/5/2011",2011
3328,"NY","8/26/2011","4/30/2014","HURRICANE IRENE","EM","Hurricane","8/25/2011","9/5/2011",2011
3327,"NC","8/25/2011","5/22/2014","HURRICANE IRENE","EM","Hurricane","8/25/2011","9/1/2011",2011
4016,"IA","8/24/2011","","SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING","DR","Severe Storm(s)","7/9/2011","7/14/2011",2011
3326,"PR","8/22/2011","","HURRICANE IRENE","EM","Hurricane","8/21/2011","8/24/2011",2011
4015,"LA","8/18/2011","","FLOODING","DR","Flood","4/25/2011","7/7/2011",2011
2949,"TX","8/15/2011","1/8/2015","HORSESHOE FIRE ","FM","Fire","8/15/2011","",2011
4012,"MO","8/12/2011","","FLOODING","DR","Flood","6/1/2011","8/1/2011",2011
4013,"NE","8/12/2011","","FLOODING","DR","Flood","5/24/2011","8/1/2011",2011
4014,"NE","8/12/2011","","SEVERE STORMS, TORNADOES, STRAIGHT LINE WINDS, AND FLOODING","DR","Severe Storm(s)","6/19/2011","6/21/2011",2011
2948,"OK","8/8/2011","1/29/2015","CEDAR LANE FIRE","FM","Fire","8/8/2011","8/13/2011",2011
4011,"UT","8/8/2011","","FLOODING","DR","Flood","4/18/2011","7/16/2011",2011
2947,"OK","8/7/2011","1/29/2015","CLEVELAND-MANNFORD FIRE COMPLEX","FM","Fire","8/7/2011","8/13/2011",2011
2946,"OK","8/5/2011","1/29/2015","265TH WEST FIRE ","FM","Fire","8/5/2011","8/10/2011",2011
2945,"OK","8/4/2011","1/29/2015","COFFEE CREEK FIRE ","FM","Fire","8/4/2011","8/10/2011",2011
2944,"OK","8/2/2011","3/25/2015","TURLEY FIRE ","FM","Fire","8/2/2011","8/8/2011",2011
2942,"OK","8/2/2011","","ANDERSON ROAD FIRE ","FM","Fire","8/2/2011","8/8/2011",2011
2943,"OK","8/2/2011","1/29/2015","REGENCY FIRE","FM","Fire","8/2/2011","8/8/2011",2011
2941,"OK","8/1/2011","1/29/2015","MUSTANG ROAD FIRE","FM","Fire","8/1/2011","8/3/2011",2011
4010,"KS","7/29/2011","","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","DR","Severe Storm(s)","5/19/2011","6/4/2011",2011
4009,"MN","7/28/2011","","SEVERE STORMS, FLOODING, AND TORNADOES","DR","Severe Storm(s)","7/1/2011","7/11/2011",2011
2940,"OK","7/26/2011","1/29/2015","FRANKHOMA 81-FIRE ","FM","Fire","7/26/2011","7/29/2011",2011
4008,"KY","7/25/2011","","SEVERE STORMS, TORNADOES, AND FLOODING","DR","Severe Storm(s)","6/19/2011","6/23/2011",2011
4007,"WY","7/22/2011","","SEVERE STORMS, FLOODING, AND LANDSLIDES","DR","Severe Storm(s)","5/18/2011","7/8/2011",2011
4006,"NH","7/22/2011","","SEVERE STORMS AND FLOODING","DR","Flood","5/26/2011","5/30/2011",2011
4005,"TN","7/20/2011","","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND","DR","Severe Storm(s)","6/18/2011","6/24/2011",2011
2938,"OK","7/15/2011","","EDMOND FIRE","FM","Fire","7/15/2011","7/18/2011",2011
2939,"OK","7/15/2011","","FALLS CREEK FIRE","FM","Fire","7/15/2011","7/20/2011",2011
4004,"PR","7/14/2011","","SEVERE STORMS, FLOODING, MUDSLIDES, AND LANDSLIDES","DR","Severe Storm(s)","5/20/2011","6/8/2011",2011
4003,"PA","7/13/2011","","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","4/25/2011","4/28/2011",2011
4002,"OH","7/13/2011","","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","4/4/2011","5/15/2011",2011
2937,"TX","7/11/2011","1/8/2015","NOLAN COUNTY FIRE COMPLEX","FM","Fire","7/11/2011","7/20/2011",2011
4001,"VT","7/8/2011","","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","5/26/2011","5/27/2011",2011
4000,"AR","7/8/2011","","SEVERE STORMS, TORNADOES, AND FLOODING","DR","Severe Storm(s)","5/24/2011","5/26/2011",2011
2936,"NC","7/4/2011","2/20/2014","SIMMONS ROAD FIRE","FM","Fire","7/4/2011","",2011
1999,"TX","7/1/2011","","WILDFIRES","DR","Fire","4/6/2011","8/29/2011",2011
2935,"NM","6/30/2011","","DONALDSON FIRE ","FM","Fire","6/28/2011","7/15/2011",2011
3325,"MO","6/30/2011","10/15/2012","FLOODING","EM","Flood","6/1/2011","8/1/2011",2011
2934,"NM","6/29/2011","3/24/2015","LITTLE LEWIS FIRE","FM","Fire","6/28/2011","7/13/2011",2011
1998,"IA","6/27/2011","","FLOODING","DR","Flood","5/25/2011","8/1/2011",2011
2933,"NM","6/26/2011","","LAS CONCHAS FIRE ","FM","Fire","6/26/2011","8/25/2011",2011
3324,"KS","6/25/2011","10/15/2012","FLOODING","EM","Flood","6/1/2011","8/1/2011",2011
2932,"OK","6/24/2011","","MEDICINE PARK FIRE","FM","Fire","6/24/2011","6/29/2011",2011
1997,"IN","6/23/2011","","SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND","DR","Severe Storm(s)","4/19/2011","6/6/2011",2011
2931,"TX","6/21/2011","3/31/2015","WHITE HAT FIRE ","FM","Fire","6/20/2011","7/1/2011",2011
2930,"TX","6/21/2011","12/16/2014","BOYKEN ROAD FIRE ","FM","Fire","6/20/2011","6/28/2011",2011
2929,"TX","6/20/2011","3/31/2015","COWBOY CHURCH FIRE ","FM","Fire","6/19/2011","6/25/2011",2011
2928,"TX","6/20/2011","12/16/2014","MCDONALD 2 FIRE ","FM","Fire","6/19/2011","6/30/2011",2011
2927,"TX","6/20/2011","3/31/2015","DYER MILL FIRE","FM","Fire","6/19/2011","7/6/2011",2011
2926,"TX","6/18/2011","12/16/2014","POWERLINE FIRE ","FM","Fire","6/18/2011","6/26/2011",2011
2925,"TX","6/18/2011","11/13/2014","COUNTY LINE FIRE ","FM","Fire","6/18/2011","6/20/2011",2011
3323,"NE","6/18/2011","6/26/2014","FLOODING","EM","Flood","6/17/2011","8/1/2011",2011
2924,"TX","6/17/2011","1/8/2015","FOREST BROOK FIRE ","FM","Fire","6/17/2011","6/20/2011",2011
1996,"MT","6/17/2011","","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","4/4/2011","7/22/2011",2011
2923,"CO","6/16/2011","4/30/2014","DUCKETT FIRE","FM","Fire","6/15/2011","6/24/2011",2011
2922,"TX","6/16/2011","1/8/2015","GRAND MESA FIRE","FM","Fire","6/16/2011","6/19/2011",2011
2921,"GA","6/16/2011","","SWEAT FARM AGAIN FIRE","FM","Fire","6/16/2011","8/8/2011",2011
1995,"VT","6/15/2011","","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","4/23/2011","5/9/2011",2011
1994,"MA","6/15/2011","","SEVERE STORMS AND TORNADOES","DR","Tornado","6/1/2011","6/1/2011",2011
2920,"GA","6/15/2011","","RACEPOND WILDFIRE","FM","Fire","6/15/2011","7/27/2011",2011
2919,"AZ","6/12/2011","6/3/2014","MONUMENT FIRE","FM","Fire","6/12/2011","6/26/2011",2011
2918,"NM","6/12/2011","","TRACK FIRE ","FM","Fire","6/12/2011","7/28/2011",2011
1993,"NY","6/10/2011","","SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS","DR","Flood","4/26/2011","5/8/2011",2011
1992,"AK","6/10/2011","","ICE JAM AND FLOODING","DR","Flood","5/8/2011","5/13/2011",2011
2917,"NM","6/10/2011","","WALLOW FIRE","FM","Fire","6/10/2011","7/12/2011",2011
1990,"MN","6/7/2011","","SEVERE STORMS AND TORNADOES","DR","Severe Storm(s)","5/21/2011","5/22/2011",2011
1991,"IL","6/7/2011","","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","4/19/2011","6/14/2011",2011
1989,"OK","6/6/2011","","SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING","DR","Severe Storm(s)","5/22/2011","5/25/2011",2011
2916,"TX","6/3/2011","12/16/2014","SNYDER FIRE ","FM","Fire","6/3/2011","6/11/2011",2011
2915,"AZ","6/2/2011","6/3/2014","WALLOW FIRE","FM","Fire","6/1/2011","6/28/2011",2011
2914,"TX","6/2/2011","1/8/2015","TEJANO CANYON FIRE ","FM","Fire","6/2/2011","6/12/2011",2011
2913,"TX","5/29/2011","12/16/2014","STONE RIDGE FIRE","FM","Fire","5/29/2011","6/1/2011",2011
2912,"TX","5/29/2011","11/13/2014","PITT ROAD FIRE ","FM","Fire","5/29/2011","6/1/2011",2011
2911,"TX","5/29/2011","","REIMER FIRE","FM","Fire","5/29/2011","5/31/2011",2011
1988,"OK","5/27/2011","","SEVERE STORMS AND FLOODING","DR","Severe Storm(s)","4/21/2011","4/28/2011",2011
2910,"TX","5/24/2011","12/16/2014","CEED FIRE ","FM","Fire","5/24/2011","5/31/2011",2011
2909,"AK","5/22/2011","11/20/2013","MOOSE MOUNTAIN FIRE","FM","Fire","5/20/2011","6/2/2011",2011
1987,"ID","5/20/2011","","FLOODING, LANDSLIDES, AND MUDSLIDES","DR","Flood","3/31/2011","4/11/2011",2011
1986,"ND","5/20/2011","","SEVERE WINTER STORM","DR","Severe Storm(s)","4/29/2011","5/1/2011",2011
1985,"OK","5/13/2011","","SEVERE WINTER STORM AND SNOWSTORM","DR","Severe Storm(s)","1/31/2011","2/5/2011",2011
1984,"SD","5/13/2011","","FLOODING","DR","Flood","3/11/2011","7/22/2011",2011
1983,"MS","5/11/2011","","FLOODING","DR","Flood","5/3/2011","6/17/2011",2011
1982,"MN","5/10/2011","","SEVERE STORMS AND FLOODING","DR","Flood","3/16/2011","5/25/2011",2011
1981,"ND","5/10/2011","","FLOODING","DR","Flood","2/14/2011","7/20/2011",2011
1979,"TN","5/9/2011","","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","DR","Severe Storm(s)","4/19/2011","6/7/2011",2011
1980,"MO","5/9/2011","","SEVERE STORMS, TORNADOES, AND FLOODING","DR","Severe Storm(s)","4/19/2011","6/6/2011",2011
2908,"TX","5/9/2011","","MATT LOOP FIRE","FM","Fire","5/9/2011","5/14/2011",2011
1978,"TN","5/9/2011","","SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS","DR","Severe Storm(s)","4/4/2011","4/4/2011",2011
2907,"AZ","5/9/2011","6/6/2012","HORSESHOE TWO FIRE","FM","Fire","5/8/2011","6/21/2011",2011
2906,"TX","5/8/2011","12/16/2014","GAGE HOLLAND FIRE","FM","Fire","5/8/2011","5/19/2011",2011
3322,"LA","5/6/2011","","FLOODING","EM","Flood","4/25/2011","7/7/2011",2011
1977,"IA","5/5/2011","","SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS","DR","Severe Storm(s)","4/9/2011","4/10/2011",2011
3320,"MS","5/4/2011","","FLOODING","EM","Flood","4/27/2011","6/17/2011",2011
1976,"KY","5/4/2011","","SEVERE STORMS, TORNADOES, AND FLOODING","DR","Severe Storm(s)","4/12/2011","5/20/2011",2011
3321,"TN","5/4/2011","11/16/2011","FLOODING","EM","Flood","4/26/2011","6/7/2011",2011
1975,"AR","5/2/2011","","SEVERE STORMS, TORNADOES, AND ASSOCIATED FLOODING","DR","Severe Storm(s)","4/14/2011","6/3/2011",2011
1974,"TN","5/1/2011","","SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND ASSOCIATED FLOODING","DR","Severe Storm(s)","4/25/2011","4/28/2011",2011
2905,"TX","4/30/2011","12/16/2014","SISK ROAD FIRE ","FM","Fire","4/29/2011","5/1/2011",2011
2904,"TX","4/30/2011","","WAGGONER RANCH FIRE ","FM","Fire","4/29/2011","5/1/2011",2011
1973,"GA","4/29/2011","","SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND ASSOCIATED FLOODING","DR","Severe Storm(s)","4/27/2011","4/28/2011",2011
1972,"MS","4/29/2011","","SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND ASSOCIATED FLOODING","DR","Severe Storm(s)","4/15/2011","4/28/2011",2011
2903,"TX","4/29/2011","3/31/2015","OASIS PIPELINE FIRE ","FM","Fire","4/26/2011","5/14/2011",2011
1971,"AL","4/28/2011","","SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING","DR","Severe Storm(s)","4/15/2011","5/31/2011",2011
2902,"FL","4/27/2011","","SLOPE FIRE","FM","Fire","4/26/2011","5/31/2011",2011
3319,"AL","4/27/2011","2/19/2014","SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS","EM","Severe Storm(s)","4/27/2011","5/31/2011",2011
2901,"TX","4/27/2011","12/16/2014","PLEASANT FARMS FIRE","FM","Fire","4/26/2011","5/4/2011",2011
2900,"NE","4/22/2011","10/11/2012","THEDFORD FIRE","FM","Fire","4/22/2011","",2011
1970,"OK","4/22/2011","","SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS","DR","Severe Storm(s)","4/14/2011","4/14/2011",2011
2899,"TX","4/21/2011","","148/2332 FIRE ","FM","Fire","4/14/2011","4/17/2011",2011
1969,"NC","4/19/2011","","SEVERE STORMS, TORNADOES, AND FLOODING","DR","Severe Storm(s)","4/16/2011","4/16/2011",2011
1968,"CA","4/18/2011","","TSUNAMI WAVES","DR","Tsunami","3/11/2011","3/11/2011",2011
2898,"TX","4/17/2011","12/16/2014","PINNACLE FIRE ","FM","Fire","4/17/2011","4/19/2011",2011
2897,"NM","4/17/2011","4/22/2014","TIRE FIRE","FM","Fire","4/17/2011","4/21/2011",2011
2896,"TX","4/17/2011","","BRYSON FIRE COMPLEX","FM","Fire","4/15/2011","4/22/2011",2011
2895,"TX","4/16/2011","2/4/2014","PK EAST FIRE","FM","Fire","4/16/2011","5/4/2011",2011
2894,"TX","4/16/2011","","EAST SIDWYNICKS FIRE ","FM","Fire","4/15/2011","4/18/2011",2011
2893,"TX","4/16/2011","2/4/2014","HOHERTZ FIRE","FM","Fire","4/9/2011","5/12/2011",2011
2892,"TX","4/15/2011","4/23/2015","WILDCAT FIRE","FM","Fire","4/11/2011","5/4/2011",2011
2891,"TX","4/15/2011","11/13/2014","WICHITA FIRE COMPLEX","FM","Fire","4/15/2011","4/20/2011",2011
2890,"OK","4/15/2011","1/29/2015","GOODYEAR PLANT FIRE","FM","Fire","4/15/2011","4/19/2011",2011
2889,"TX","4/15/2011","4/28/2015","COOPER MOUNTAIN RANCH FIRE ","FM","Fire","4/11/2011","4/23/2011",2011
2888,"TX","4/15/2011","5/26/2015","PK WEST FIRE ","FM","Fire","4/13/2011","5/12/2011",2011
2887,"OK","4/10/2011","1/29/2015","CLEVELAND FIRE ","FM","Fire","4/9/2011","4/12/2011",2011
